structure,seed,ptm,iptm,ranking_score,has_clash,mean_plddt,num_residues,very_high_conf,confident,low_conf,very_low_conf,fraction_very_high,fraction_confident,fraction_low,fraction_very_low
kh1_kh2_kh3_kh4_kh5_kh6,seed-3_sample-1,0.66,,0.66,,86.76101185018025,423,199,205,19,0,0.47044917257683216,0.4846335697399527,0.04491725768321513,0.0
kh1_kh2_kh3_kh4_kh5_kh6,seed-3_sample-2,0.67,,0.67,,86.74320032476062,423,202,203,18,0,0.47754137115839246,0.4799054373522459,0.0425531914893617,0.0
kh1_kh2_kh3_kh4_kh5_kh6,seed-3_sample-3,0.67,,0.67,,86.76580520503924,423,203,200,20,0,0.4799054373522459,0.4728132387706856,0.04728132387706856,0.0
kh1_kh2_kh3_kh4_kh5_kh6,seed-3_sample-4,0.67,,0.67,,86.5150563538117,423,199,203,21,0,0.47044917257683216,0.4799054373522459,0.04964539007092199,0.0
kh1_kh2_kh3_kh4_kh5_kh6,seed-4_sample-0,0.66,,0.66,,86.94752131497344,423,206,197,20,0,0.48699763593380613,0.4657210401891253,0.04728132387706856,0.0
kh1_kh2_kh3_kh4_kh5_kh6,seed-4_sample-1,0.66,,0.66,,86.85830466689855,423,199,204,20,0,0.47044917257683216,0.48226950354609927,0.04728132387706856,0.0
kh1_kh2_kh3_kh4_kh5_kh6,seed-4_sample-2,0.67,,0.67,,86.89951357547102,423,205,198,20,0,0.4846335697399527,0.46808510638297873,0.04728132387706856,0.0
kh1_kh2_kh3_kh4_kh5_kh6,seed-4_sample-3,0.66,,0.66,,86.98552519197378,423,200,206,17,0,0.4728132387706856,0.48699763593380613,0.04018912529550828,0.0
kh1_kh2_kh3_kh4_kh5_kh6,seed-4_sample-4,0.67,,0.67,,86.87484627258745,423,200,205,18,0,0.4728132387706856,0.4846335697399527,0.0425531914893617,0.0
kh1_kh2_kh3_kh4_kh5_kh6,seed-5_sample-0,0.66,,0.66,,86.63857844060325,423,201,203,19,0,0.475177304964539,0.4799054373522459,0.04491725768321513,0.0
kh1_kh2_kh3_kh4_kh5_kh6,seed-5_sample-1,0.67,,0.67,,86.98737596328029,423,210,194,19,0,0.49645390070921985,0.458628841607565,0.04491725768321513,0.0
kh1_kh2_kh3_kh4_kh5_kh6,seed-5_sample-2,0.66,,0.66,,86.78464327929757,423,204,200,19,0,0.48226950354609927,0.4728132387706856,0.04491725768321513,0.0
kh1_kh2_kh3_kh4_kh5_kh6,seed-5_sample-3,0.66,,0.66,,86.96506971607327,423,206,199,18,0,0.48699763593380613,0.47044917257683216,0.0425531914893617,0.0
kh1_kh2_kh3_kh4_kh5_kh6,seed-5_sample-4,0.66,,0.66,,86.69083314229769,423,206,195,22,0,0.48699763593380613,0.46099290780141844,0.05200945626477541,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-1_sample-0,0.58,,0.58,,85.13383236823921,622,162,428,32,0,0.2604501607717042,0.6881028938906752,0.05144694533762058,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-1_sample-1,0.57,,0.57,,85.28028870584578,622,169,421,32,0,0.2717041800643087,0.6768488745980707,0.05144694533762058,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-1_sample-2,0.57,,0.57,,84.98439870628664,622,161,428,33,0,0.25884244372990356,0.6881028938906752,0.05305466237942122,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-1_sample-3,0.57,,0.57,,84.75662116398254,622,159,430,33,0,0.25562700964630225,0.6913183279742765,0.05305466237942122,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-1_sample-4,0.57,,0.57,,85.19902461338222,622,167,423,32,0,0.2684887459807074,0.680064308681672,0.05144694533762058,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-2_sample-0,0.59,,0.59,,85.03557866155826,622,176,414,32,0,0.2829581993569132,0.6655948553054662,0.05144694533762058,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-2_sample-1,0.59,,0.59,,84.97679528402993,622,167,423,32,0,0.2684887459807074,0.680064308681672,0.05144694533762058,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-2_sample-2,0.58,,0.58,,85.17513373166668,622,183,410,29,0,0.2942122186495177,0.6591639871382636,0.04662379421221865,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-2_sample-3,0.58,,0.58,,84.95681523433697,622,176,414,32,0,0.2829581993569132,0.6655948553054662,0.05144694533762058,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-2_sample-4,0.59,,0.59,,85.47286012629733,622,180,413,29,0,0.28938906752411575,0.6639871382636656,0.04662379421221865,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-3_sample-0,0.59,,0.59,,84.90621608888615,622,165,422,35,0,0.2652733118971061,0.6784565916398714,0.05627009646302251,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-3_sample-1,0.6,,0.6,,85.07515327946439,622,170,416,36,0,0.2733118971061093,0.6688102893890675,0.05787781350482315,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-3_sample-2,0.59,,0.59,,84.94402447824586,622,164,416,42,0,0.26366559485530544,0.6688102893890675,0.06752411575562701,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-3_sample-3,0.6,,0.6,,85.03397689631724,622,168,418,36,0,0.27009646302250806,0.6720257234726688,0.05787781350482315,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-3_sample-4,0.58,,0.58,,85.09060791249665,622,176,409,37,0,0.2829581993569132,0.657556270096463,0.0594855305466238,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-4_sample-0,0.59,,0.59,,84.79532403154184,622,163,422,37,0,0.2620578778135048,0.6784565916398714,0.0594855305466238,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-4_sample-1,0.59,,0.59,,84.97760575901417,622,169,418,35,0,0.2717041800643087,0.6720257234726688,0.05627009646302251,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-4_sample-2,0.59,,0.59,,85.2663029375055,622,177,411,34,0,0.2845659163987138,0.6607717041800643,0.05466237942122187,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-4_sample-3,0.58,,0.58,,84.93711758141819,622,168,416,38,0,0.27009646302250806,0.6688102893890675,0.06109324758842444,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-4_sample-4,0.59,,0.59,,84.74568245036484,622,160,428,34,0,0.2572347266881029,0.6881028938906752,0.05466237942122187,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-5_sample-0,0.59,,0.59,,85.24731333836753,622,167,420,35,0,0.2684887459807074,0.6752411575562701,0.05627009646302251,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-5_sample-1,0.56,,0.56,,85.11926916384793,622,192,383,44,3,0.3086816720257235,0.6157556270096463,0.0707395498392283,0.00482315112540193
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-5_sample-2,0.59,,0.59,,84.91909114456463,622,159,427,36,0,0.25562700964630225,0.6864951768488746,0.05787781350482315,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-5_sample-3,0.59,,0.59,,84.97622527120082,622,158,432,32,0,0.2540192926045016,0.6945337620578779,0.05144694533762058,0.0
kh1_kh2_kh3_kh4_kh5_kh6_art,seed-5_sample-4,0.59,,0.59,,84.73304687376758,622,154,431,37,0,0.24758842443729903,0.6929260450160771,0.0594855305466238,0.0
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-1_sample-0,0.6,,0.64,,82.99336297886698,620,212,346,22,40,0.3419354838709677,0.5580645161290323,0.035483870967741936,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-1_sample-1,0.59,,0.63,,83.24768633396175,620,222,336,22,40,0.3580645161290323,0.5419354838709678,0.035483870967741936,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-1_sample-2,0.57,,0.61,,82.76846312724015,620,198,357,25,40,0.3193548387096774,0.5758064516129032,0.04032258064516129,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-1_sample-3,0.58,,0.62,,82.91103643287713,620,203,355,22,40,0.32741935483870965,0.5725806451612904,0.035483870967741936,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-1_sample-4,0.59,,0.63,,82.8405210049807,620,208,349,23,40,0.33548387096774196,0.5629032258064516,0.037096774193548385,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-2_sample-0,0.6,,0.64,,83.25486972489884,620,219,339,22,40,0.3532258064516129,0.5467741935483871,0.035483870967741936,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-2_sample-1,0.59,,0.63,,83.12446721942938,620,212,347,21,40,0.3419354838709677,0.5596774193548387,0.03387096774193549,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-2_sample-2,0.6,,0.64,,83.0207297642322,620,207,349,24,40,0.3338709677419355,0.5629032258064516,0.03870967741935484,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-2_sample-3,0.6,,0.64,,83.39567733033094,620,236,322,22,40,0.38064516129032255,0.5193548387096775,0.035483870967741936,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-2_sample-4,0.6,,0.64,,82.87945512323701,620,195,362,23,40,0.31451612903225806,0.5838709677419355,0.037096774193548385,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-3_sample-0,0.6,,0.64,,82.82874935646797,620,203,353,24,40,0.32741935483870965,0.5693548387096774,0.03870967741935484,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-3_sample-1,0.6,,0.64,,83.04864395044923,620,210,348,22,40,0.3387096774193548,0.5612903225806452,0.035483870967741936,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-3_sample-2,0.59,,0.63,,82.95257616778383,620,216,340,24,40,0.34838709677419355,0.5483870967741935,0.03870967741935484,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-3_sample-3,0.6,,0.64,,82.97660113229067,620,207,350,23,40,0.3338709677419355,0.5645161290322581,0.037096774193548385,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-3_sample-4,0.58,,0.62,,82.22671702043483,620,167,389,24,40,0.2693548387096774,0.6274193548387097,0.03870967741935484,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-4_sample-0,0.6,,0.64,,83.11819374970898,620,218,339,23,40,0.35161290322580646,0.5467741935483871,0.037096774193548385,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-4_sample-1,0.6,,0.64,,83.12034196050367,620,225,332,23,40,0.3629032258064516,0.535483870967742,0.037096774193548385,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-4_sample-2,0.59,,0.63,,82.88542772366522,620,204,354,22,40,0.32903225806451614,0.5709677419354838,0.035483870967741936,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-4_sample-3,0.58,,0.62,,83.07809481683188,620,217,340,23,40,0.35,0.5483870967741935,0.037096774193548385,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-4_sample-4,0.6,,0.64,,83.04251761159986,620,219,338,23,40,0.3532258064516129,0.5451612903225806,0.037096774193548385,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-5_sample-0,0.61,,0.65,,83.05426282525717,620,213,343,24,40,0.3435483870967742,0.5532258064516129,0.03870967741935484,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-5_sample-1,0.6,,0.64,,82.92613619548025,620,215,339,26,40,0.3467741935483871,0.5467741935483871,0.041935483870967745,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-5_sample-2,0.6,,0.65,,82.8472147046501,620,202,354,24,40,0.3258064516129032,0.5709677419354838,0.03870967741935484,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-5_sample-3,0.6,,0.64,,82.85001723397575,620,208,348,24,40,0.33548387096774196,0.5612903225806452,0.03870967741935484,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8,seed-5_sample-4,0.6,,0.64,,82.83711948401066,620,202,354,24,40,0.3258064516129032,0.5709677419354838,0.03870967741935484,0.06451612903225806
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-1_sample-0,0.52,,0.55,,82.5011366468628,819,225,504,47,43,0.27472527472527475,0.6153846153846154,0.057387057387057384,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-1_sample-1,0.51,,0.54,,82.567731377529,819,234,494,48,43,0.2857142857142857,0.6031746031746031,0.05860805860805861,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-1_sample-2,0.52,,0.55,,82.42390785228886,819,223,506,47,43,0.27228327228327226,0.6178266178266179,0.057387057387057384,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-1_sample-3,0.51,,0.54,,82.5178420270206,819,229,501,46,43,0.2796092796092796,0.6117216117216118,0.05616605616605617,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-1_sample-4,0.51,,0.54,,82.40538222051315,819,236,485,55,43,0.28815628815628813,0.5921855921855922,0.06715506715506715,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-2_sample-0,0.51,,0.54,,82.88257628394533,819,232,504,40,43,0.28327228327228327,0.6153846153846154,0.04884004884004884,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-2_sample-1,0.51,,0.54,,83.07773074544502,819,243,494,37,45,0.2967032967032967,0.6031746031746031,0.045177045177045176,0.054945054945054944
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-2_sample-2,0.51,,0.55,,82.7804193786812,819,224,511,42,42,0.27350427350427353,0.6239316239316239,0.05128205128205128,0.05128205128205128
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-2_sample-3,0.52,,0.55,,82.81001367768033,819,229,507,40,43,0.2796092796092796,0.6190476190476191,0.04884004884004884,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-2_sample-4,0.52,,0.55,,83.06605396147062,819,243,494,38,44,0.2967032967032967,0.6031746031746031,0.0463980463980464,0.05372405372405373
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-3_sample-0,0.51,,0.54,,83.01043068175218,819,255,479,42,43,0.31135531135531136,0.5848595848595849,0.05128205128205128,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-3_sample-1,0.51,,0.54,,82.92809780871681,819,249,485,42,43,0.304029304029304,0.5921855921855922,0.05128205128205128,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-3_sample-2,0.51,,0.54,,82.89669617243428,819,249,486,41,43,0.304029304029304,0.5934065934065934,0.050061050061050064,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-3_sample-3,0.52,,0.55,,83.17917249505344,819,266,471,39,43,0.3247863247863248,0.575091575091575,0.047619047619047616,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-3_sample-4,0.51,,0.54,,83.01783904763663,819,249,486,41,43,0.304029304029304,0.5934065934065934,0.050061050061050064,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-4_sample-0,0.52,,0.55,,82.67988676667254,819,256,472,48,43,0.3125763125763126,0.5763125763125763,0.05860805860805861,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-4_sample-1,0.51,,0.54,,82.35621411921409,819,233,487,58,41,0.2844932844932845,0.5946275946275946,0.07081807081807082,0.050061050061050064
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-4_sample-2,0.53,,0.56,,82.3284302844423,819,225,504,45,45,0.27472527472527475,0.6153846153846154,0.054945054945054944,0.054945054945054944
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-4_sample-3,0.53,,0.55,,82.66311771693914,819,245,485,44,45,0.29914529914529914,0.5921855921855922,0.05372405372405373,0.054945054945054944
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-4_sample-4,0.52,,0.55,,82.48450454087357,819,239,489,51,40,0.29181929181929184,0.5970695970695971,0.06227106227106227,0.04884004884004884
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-5_sample-0,0.52,,0.55,,82.5475274253964,819,231,501,44,43,0.28205128205128205,0.6117216117216118,0.05372405372405373,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-5_sample-1,0.51,,0.55,,82.24352181196224,819,206,526,44,43,0.2515262515262515,0.6422466422466423,0.05372405372405373,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-5_sample-2,0.52,,0.55,,82.24380454994743,819,203,527,46,43,0.24786324786324787,0.6434676434676435,0.05616605616605617,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-5_sample-3,0.51,,0.54,,82.37198178452944,819,211,519,46,43,0.2576312576312576,0.6336996336996337,0.05616605616605617,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_art,seed-5_sample-4,0.51,,0.54,,82.22165830950358,819,210,522,44,43,0.2564102564102564,0.6373626373626373,0.05372405372405373,0.052503052503052504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-1_sample-0,0.57,,0.6,,83.8565393102705,689,226,404,19,40,0.32801161103047893,0.5863570391872278,0.027576197387518143,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-1_sample-1,0.57,,0.6,,83.70051534471814,689,213,415,21,40,0.30914368650217705,0.602322206095791,0.030478955007256895,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-1_sample-2,0.57,,0.6,,83.70435242116376,689,207,423,19,40,0.30043541364296084,0.613933236574746,0.027576197387518143,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-1_sample-3,0.56,,0.59,,83.36620506328059,689,192,438,19,40,0.27866473149492016,0.6357039187227866,0.027576197387518143,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-1_sample-4,0.57,,0.61,,83.77059263325779,689,217,412,20,40,0.3149492017416546,0.5979680696661829,0.02902757619738752,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-2_sample-0,0.56,,0.6,,83.27205686713704,689,192,435,22,40,0.27866473149492016,0.6313497822931785,0.03193033381712627,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-2_sample-1,0.56,,0.6,,83.511266658394,689,210,417,22,40,0.3047895500725689,0.6052249637155298,0.03193033381712627,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-2_sample-2,0.57,,0.6,,83.3533714215553,689,198,428,23,40,0.28737300435413643,0.6211901306240929,0.033381712626995644,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-2_sample-3,0.55,,0.58,,83.65130913740354,689,227,401,21,40,0.32946298984034833,0.5820029027576198,0.030478955007256895,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-2_sample-4,0.57,,0.6,,83.43563837839312,689,204,422,23,40,0.2960812772133527,0.6124818577648766,0.033381712626995644,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-3_sample-0,0.57,,0.6,,83.79123852143661,689,222,406,21,40,0.32220609579100146,0.5892597968069666,0.030478955007256895,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-3_sample-1,0.57,,0.6,,83.92533458889113,689,231,397,21,40,0.3352685050798258,0.5761973875181422,0.030478955007256895,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-3_sample-2,0.56,,0.59,,83.58200294569161,689,216,412,21,40,0.3134978229317852,0.5979680696661829,0.030478955007256895,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-3_sample-3,0.57,,0.6,,83.8174997230234,689,222,406,21,40,0.32220609579100146,0.5892597968069666,0.030478955007256895,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-3_sample-4,0.56,,0.59,,83.18998473957909,689,187,439,23,40,0.2714078374455733,0.637155297532656,0.033381712626995644,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-4_sample-0,0.57,,0.6,,83.5817768096682,689,204,423,22,40,0.2960812772133527,0.613933236574746,0.03193033381712627,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-4_sample-1,0.58,,0.61,,83.55572198870303,689,203,424,22,40,0.2946298984034833,0.6153846153846154,0.03193033381712627,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-4_sample-2,0.58,,0.61,,83.67796882991222,689,209,418,22,40,0.3033381712626996,0.6066763425253991,0.03193033381712627,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-4_sample-3,0.57,,0.6,,83.19294655292295,689,187,441,21,40,0.2714078374455733,0.6400580551523948,0.030478955007256895,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-4_sample-4,0.57,,0.6,,83.71835626846932,689,229,398,22,40,0.33236574746008707,0.5776487663280117,0.03193033381712627,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-5_sample-0,0.57,,0.6,,83.62467447646684,689,209,419,21,40,0.3033381712626996,0.6081277213352685,0.030478955007256895,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-5_sample-1,0.57,,0.6,,83.61759272593244,689,209,420,20,40,0.3033381712626996,0.6095791001451378,0.02902757619738752,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-5_sample-2,0.57,,0.6,,83.45586860257147,689,200,427,22,40,0.29027576197387517,0.6197387518142236,0.03193033381712627,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-5_sample-3,0.56,,0.59,,83.24332675867113,689,187,440,22,40,0.2714078374455733,0.6386066763425254,0.03193033381712627,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe,seed-5_sample-4,0.56,,0.6,,83.4340703311363,689,197,431,21,40,0.28592162554426703,0.625544267053701,0.030478955007256895,0.05805515239477504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe_art,seed-1_sample-0,0.59,,0.62,,83.98270624479997,888,293,520,36,39,0.32995495495495497,0.5855855855855856,0.04054054054054054,0.04391891891891892
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe_art,seed-1_sample-1,0.59,,0.61,,84.02942647233273,888,298,516,35,39,0.3355855855855856,0.581081081081081,0.039414414414414414,0.04391891891891892
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe_art,seed-1_sample-2,0.58,,0.61,,83.80947939254185,888,280,534,35,39,0.3153153153153153,0.6013513513513513,0.039414414414414414,0.04391891891891892
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe_art,seed-1_sample-3,0.59,,0.61,,83.91460805610821,888,286,532,31,39,0.32207207207207206,0.5990990990990991,0.03490990990990991,0.04391891891891892
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe_art,seed-1_sample-4,0.59,,0.62,,84.1226617819118,888,301,515,32,40,0.33896396396396394,0.579954954954955,0.036036036036036036,0.04504504504504504
kh1_kh2_kh3_kh4_kh5_kh6_kh7a_khb_kh8_wwe_art,seed-2_sample-0,0.59,,0.61,,83.80622415150536,888,286,527,35,40,0.32207207207207206,0.5934684684684685,0.039414414414414414,0.04504504504504504
